employee_id,status,risk_level,attrition_probability,root_cause_status,recommendation,simulated_delta_pp,requires_human_decision,evidence,actionable_features,contextual_features,memory_notes,unresolved_objections,tool_calls
EMP477,NO_ACTION,Low,0.3085,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP316,NO_ACTION,Low,0.3074,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP97,NO_ACTION,Low,0.3022,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1875,NO_ACTION,Low,0.3001,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP893,NO_ACTION,Low,0.2936,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP665,NO_ACTION,Low,0.2917,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP101,NO_ACTION,Low,0.2881,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | JobSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP405,NO_ACTION,Low,0.2858,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP675,NO_ACTION,Low,0.2847,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1943,NO_ACTION,Low,0.2845,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",OverTime_flag | EnvironmentSatisfaction,,,,4
EMP1585,NO_ACTION,Low,0.2814,EXPLAINED,,,False,"Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",RelationshipSatisfaction | EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP521,NO_ACTION,Low,0.2807,EXPLAINED,,,False,"Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,,,,3
EMP224,NO_ACTION,Low,0.2789,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP977,NO_ACTION,Low,0.2758,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",RelationshipSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP657,NO_ACTION,Low,0.2741,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1801,NO_ACTION,Low,0.2737,EXPLAINED,,,False,"Commute distance is 26 vs cohort mean 9.1 (96th percentile, worst 4% of the cohort), contributing +0.95 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,DistanceFromHome,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1558,NO_ACTION,Low,0.2725,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",RelationshipSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1022,NO_ACTION,Low,0.2705,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP749,NO_ACTION,Low,0.2643,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1308,NO_ACTION,Low,0.2633,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Commute distance is 23 vs cohort mean 9.1 (89th percentile, worst 11% of the cohort), contributing +0.78 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction,DistanceFromHome | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1265,NO_ACTION,Low,0.2625,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Commute distance is 20 vs cohort mean 9.1 (85th percentile, worst 15% of the cohort), contributing +0.61 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP134,NO_ACTION,Low,0.2604,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",JobSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP309,NO_ACTION,Low,0.2587,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",RelationshipSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
